15:42:40,57.050440,-4.027914
15:42:41,57.050441,-4.027914
15:42:42,57.050442,-4.027915
15:42:43,57.050443,-4.027915
15:42:44,57.050443,-4.027914
15:42:45,57.050443,-4.027913
15:42:46,57.050444,-4.027913
15:42:47,57.050446,-4.027914
15:42:48,57.050450,-4.027918
15:42:49,57.050451,-4.027919
15:42:50,57.050453,-4.027919
15:42:51,57.050453,-4.027918
15:42:52,57.050455,-4.027918
15:42:53,57.050456,-4.027918
15:42:54,57.050458,-4.027919
15:42:55,57.050459,-4.027918
15:42:56,57.050458,-4.027916
15:42:57,57.050462,-4.027919
15:42:58,57.050462,-4.027919
15:42:59,57.050462,-4.027918
15:43:00,57.050462,-4.027918
15:43:01,57.050462,-4.027918
15:43:02,57.050462,-4.027918
15:43:03,57.050462,-4.027918
15:43:04,57.050462,-4.027918
15:43:05,57.050461,-4.027918
15:43:06,57.050461,-4.027918
15:43:07,57.050461,-4.027917
15:43:08,57.050460,-4.027916
15:43:09,57.050459,-4.027915
15:43:10,57.050460,-4.027915
15:43:11,57.050458,-4.027913
15:43:12,57.050456,-4.027911
15:43:13,57.050454,-4.027907
15:43:14,57.050453,-4.027907
15:43:15,57.050453,-4.027907
15:43:16,57.050453,-4.027906
15:43:17,57.050453,-4.027906
15:43:18,57.050454,-4.027907
15:43:19,57.050454,-4.027906
15:43:20,57.050454,-4.027906
15:43:21,57.050454,-4.027906
15:43:22,57.050455,-4.027907
15:43:23,57.050456,-4.027908
15:43:24,57.050457,-4.027910
15:43:25,57.050457,-4.027909
15:43:26,57.050457,-4.027909
15:43:27,57.050457,-4.027910
15:43:28,57.050457,-4.027911
15:43:29,57.050456,-4.027910
15:43:30,57.050459,-4.027913
15:43:31,57.050459,-4.027913
15:43:32,57.050459,-4.027914
15:43:33,57.050457,-4.027911
15:47:14,57.050499,-4.027893
15:47:15,57.050498,-4.027892
15:47:16,57.050498,-4.027892
15:47:17,57.050499,-4.027893
15:47:18,57.050500,-4.027894
15:47:19,57.050499,-4.027893
15:48:48,57.050496,-4.027886
15:48:49,57.050496,-4.027886
15:48:50,57.050497,-4.027887
15:48:51,57.050497,-4.027887
15:48:52,57.050497,-4.027887
15:48:53,57.050498,-4.027887
15:48:54,57.050498,-4.027887
15:48:55,57.050499,-4.027888
15:48:56,57.050499,-4.027888
15:49:11,57.050508,-4.027891
15:49:12,57.050507,-4.027890
15:49:13,57.050506,-4.027889
15:49:48,57.050499,-4.027888
15:49:49,57.050499,-4.027888
15:49:50,57.050500,-4.027889
15:49:51,57.050500,-4.027889
15:49:52,57.050500,-4.027889
15:49:53,57.050500,-4.027890
15:49:54,57.050499,-4.027889
15:49:55,57.050499,-4.027890
15:49:56,57.050499,-4.027890
16:02:36,57.050511,-4.027904
16:02:37,57.050512,-4.027905
16:02:38,57.050511,-4.027904
16:02:39,57.050512,-4.027905
16:02:40,57.050512,-4.027906
16:02:41,57.050512,-4.027907
16:02:42,57.050511,-4.027907
16:02:43,57.050512,-4.027907
16:02:44,57.050511,-4.027907
16:24:07,57.050470,-4.027871
16:24:08,57.050470,-4.027871
16:24:09,57.050471,-4.027871
16:24:10,57.050472,-4.027871
16:24:11,57.050473,-4.027871
16:24:12,57.050474,-4.027872
16:24:13,57.050474,-4.027872
16:24:14,57.050475,-4.027873
16:24:15,57.050476,-4.027874
16:28:46,57.050463,-4.027887
16:28:47,57.050464,-4.027889
16:28:48,57.050465,-4.027890
16:28:49,57.050467,-4.027892
16:28:50,57.050468,-4.027894
16:28:51,57.050469,-4.027894
16:28:52,57.050469,-4.027895
16:28:53,57.050469,-4.027897
16:28:54,57.050471,-4.027898
16:28:55,57.050472,-4.027899
16:28:56,57.050474,-4.027901
16:28:57,57.050475,-4.027900
16:28:58,57.050474,-4.027900
16:28:59,57.050474,-4.027899
16:36:06,57.050381,-4.027740
16:36:07,57.050381,-4.027740
16:36:08,57.050380,-4.027738
16:36:09,57.050379,-4.027738
16:36:10,57.050380,-4.027737
16:36:11,57.050380,-4.027737
16:36:12,57.050379,-4.027736
16:36:13,57.050379,-4.027736
16:36:14,57.050380,-4.027737
16:40:12,57.050471,-4.027842
16:40:13,57.050472,-4.027843
16:40:14,57.050478,-4.027842
16:40:15,57.050479,-4.027843
16:40:16,57.050481,-4.027844
16:41:04,57.050519,-4.027868
16:41:05,57.050518,-4.027867
16:41:06,57.050518,-4.027867
16:41:07,57.050517,-4.027868
16:41:08,57.050517,-4.027868
16:45:40,57.050501,-4.027903
16:45:41,57.050501,-4.027903
16:45:42,57.050502,-4.027904
16:45:43,57.050505,-4.027902
16:48:34,57.050513,-4.027894
16:48:35,57.050512,-4.027894
16:48:36,57.050513,-4.027894
16:51:05,57.050513,-4.027921
16:51:06,57.050513,-4.027920
16:51:07,57.050513,-4.027919
16:51:08,57.050513,-4.027918
16:53:19,57.050493,-4.027908
16:53:20,57.050492,-4.027908
16:53:21,57.050492,-4.027908
16:53:22,57.050492,-4.027908
16:53:23,57.050491,-4.027908
16:53:24,57.050492,-4.027908
16:53:25,57.050491,-4.027908
16:53:26,57.050492,-4.027907
16:53:27,57.050492,-4.027907
17:16:00,57.050500,-4.027885
17:16:01,57.050504,-4.027885
17:16:02,57.050506,-4.027883
17:16:03,57.050508,-4.027883
17:16:04,57.050511,-4.027880
17:16:05,57.050513,-4.027877
17:16:06,57.050514,-4.027875
17:16:07,57.050514,-4.027878
17:16:08,57.050516,-4.027881
17:16:09,57.050518,-4.027879
17:16:10,57.050520,-4.027880
17:16:11,57.050519,-4.027884
17:16:12,57.050521,-4.027883
17:16:13,57.050521,-4.027887
17:16:14,57.050521,-4.027891
17:16:15,57.050518,-4.027899
17:16:16,57.050517,-4.027905
17:16:17,57.050518,-4.027908
17:16:18,57.050520,-4.027913
17:17:20,57.050438,-4.027867
17:17:21,57.050440,-4.027860
17:17:22,57.050436,-4.027854
17:17:23,57.050435,-4.027849
17:17:24,57.050432,-4.027842
17:17:25,57.050428,-4.027840
17:17:26,57.050427,-4.027845
17:17:27,57.050429,-4.027846
17:17:28,57.050432,-4.027848
17:17:29,57.050433,-4.027854
17:17:30,57.050434,-4.027854
17:17:31,57.050435,-4.027857
17:17:32,57.050435,-4.027857
17:18:24,57.050455,-4.027857
17:18:25,57.050456,-4.027858
17:18:26,57.050457,-4.027859
17:18:27,57.050459,-4.027861
